system:index,Date,Latitude,Longitude,LST_Celsius,NDVI,Air_Temperature_C,Dew_Point_Temperature_C,Relative_Humidity_%,WindDirection,WindSpeed,Rainfall_mm,impervious_percentage,Cluster,UHI_Label
20250331_26,2025-03-31,18.91456756756757,73.06262745098039,30.018936411539755,0.4223,30.018936411539755,19.852401351928734,54.48347434719263,82.73602419914474,0.9091669383737204,0.0369280575682751,3.008065006797641,1,High UHI
20250331_27,2025-03-31,18.91456756756757,73.11164705882352,30.018936411539755,0.4418,30.018936411539755,19.852401351928734,54.48347434719263,82.73602419914474,0.9091669383737204,0.0369280575682751,2.015912492093076,1,High UHI
20250331_28,2025-03-31,18.91456756756757,73.16066666666666,30.300349171956384,0.4139,30.300349171956384,19.072127914428734,51.06904641780733,76.1281727789711,0.7505213093270121,0.0934034584929577,2.798515023117005,1,High UHI
20250331_29,2025-03-31,18.91456756756757,73.20968627450979,30.300349171956384,0.2784,30.300349171956384,19.072127914428734,51.06904641780733,76.1281727789711,0.7505213093270121,0.0934034584929577,4.66753513928893,1,High UHI
20250331_30,2025-03-31,18.91456756756757,73.25870588235293,30.59714279174807,0.0326,30.59714279174807,18.08864809672042,47.20761994778146,85.51920793274711,0.662582558124892,0.1906782387663952,3.416843534310734,1,High UHI
20250331_31,2025-03-31,18.91456756756757,73.30772549019606,30.59714279174807,0.349,30.59714279174807,18.08864809672042,47.20761994778146,85.51920793274711,0.662582558124892,0.1906782387663952,3.5395654934503287,1,High UHI
20250331_32,2025-03-31,18.91456756756757,73.3567450980392,30.59714279174807,0.3328,30.432998911539755,16.549748357137048,43.233952594628825,94.95978927958556,0.6527068167124574,0.2658545969893566,1.230530357757449,1,High UHI
20250331_33,2025-03-31,18.91456756756757,73.40576470588233,30.432998911539755,0.5592,30.432998911539755,16.549748357137048,43.233952594628825,94.95978927958556,0.6527068167124574,0.2658545969893566,0.0682767725590724,1,High UHI
20250331_34,2025-03-31,18.91456756756757,73.45478431372547,29.609431203206384,0.3101,29.609431203206384,14.865340805053734,40.695717678427386,99.77198763474588,0.7515396479110519,0.2049684523512951,0.1798343162838206,1,High UHI
20250331_35,2025-03-31,18.91456756756757,73.5038039215686,29.609431203206384,0.2948,29.609431203206384,14.865340805053734,40.695717678427386,99.77198763474588,0.7515396479110519,0.2049684523512951,0.3773357499678068,1,High UHI
20250331_36,2025-03-31,18.91456756756757,73.55282352941174,29.001765187581384,0.34,29.609431203206384,14.865340805053734,40.695717678427386,99.77198763474588,0.7515396479110519,0.2049684523512951,0.2906468395513796,1,High UHI
20250331_37,2025-03-31,18.91456756756757,73.60184313725487,29.001765187581384,0.2881,29.001765187581384,13.550643539428734,38.70930215415247,108.61936953079427,0.8701638535982418,0.1061588524748913,0.4012370534667969,1,High UHI
20250331_38,2025-03-31,18.91456756756757,73.65086274509801,29.645889536539755,0.2405,29.001765187581384,13.550643539428734,38.70930215415247,108.61936953079427,0.8701638535982418,0.1061588524748913,0.6864787326174269,1,High UHI
20250331_39,2025-03-31,18.91456756756757,73.69988235294115,29.645889536539755,0.2394,29.645889536539755,12.731877263387048,35.352155791275194,117.70082792950448,0.9775539812233568,0.0214457510878673,0.405452706060432,1,High UHI
20250331_40,2025-03-31,18.959612612612617,72.76850980392157,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0563553744718663,0,Moderate UHI
20250331_41,2025-03-31,18.959612612612617,72.81752941176471,-999.0,0.1968,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,38.158507590761786,4,Moderate-High UHI
20250331_42,2025-03-31,18.959612612612617,72.86654901960785,-999.0,-999.0,29.239639536539755,21.289413070678734,62.27193314146352,113.4213322598702,1.9801852516109744,0.0888288020064465,8.4600852266221,1,High UHI
20250331_43,2025-03-31,18.959612612612617,72.91556862745098,29.239639536539755,-999.0,29.239639536539755,21.289413070678734,62.27193314146352,113.4213322598702,1.9801852516109744,0.0888288020064465,0.4499640649300369,1,High UHI
20250331_44,2025-03-31,18.959612612612617,72.96458823529412,30.18674240112307,-999.0,30.18674240112307,20.208358383178734,55.16372917040676,93.41024489437972,1.2756296199087218,0.0515013932158581,5.179285284374163,1,High UHI
20250331_45,2025-03-31,18.959612612612617,73.01360784313725,30.18674240112307,0.1744,30.18674240112307,20.208358383178734,55.16372917040676,93.41024489437972,1.2756296199087218,0.0515013932158581,11.477040505849684,1,High UHI
20250331_46,2025-03-31,18.959612612612617,73.06262745098039,30.325251515706384,0.1571,30.325251515706384,19.337264633178734,51.846080295539466,76.26072396942372,1.0391057528737453,0.0372856854369274,5.707899874853994,1,High UHI
20250331_47,2025-03-31,18.959612612612617,73.11164705882352,30.325251515706384,0.3221,30.325251515706384,19.337264633178734,51.846080295539466,76.26072396942372,1.0391057528737453,0.0372856854369274,9.367211387101475,1,High UHI
20250331_48,2025-03-31,18.959612612612617,73.16066666666666,30.296280161539755,0.3195,30.296280161539755,18.35769106547042,48.84754359769849,70.28883830789624,0.8940996640569872,0.0949084757735363,6.836278295734004,1,High UHI
20250331_49,2025-03-31,18.959612612612617,73.20968627450979,30.296280161539755,0.3887,30.296280161539755,18.35769106547042,48.84754359769849,70.28883830789624,0.8940996640569872,0.0949084757735363,0.8131996167580998,1,High UHI
20250331_50,2025-03-31,18.959612612612617,73.25870588235293,30.78854904174807,0.5596,30.78854904174807,17.805607732137048,45.86878871002899,77.21649907920424,0.7880205030125059,0.1928389071395031,0.0780840116471832,1,High UHI
20250331_51,2025-03-31,18.959612612612617,73.30772549019606,30.78854904174807,0.2913,30.78854904174807,17.805607732137048,45.86878871002899,77.21649907920424,0.7880205030125059,0.1928389071395031,0.7958386936969831,1,High UHI
20250331_52,2025-03-31,18.959612612612617,73.3567450980392,30.78854904174807,0.3023,31.19528732299807,17.05788637797042,42.7472875525791,80.20422909316957,0.7098677469930949,0.25397837151786,1.0278308544748342,1,High UHI
20250331_53,2025-03-31,18.959612612612617,73.40576470588233,31.19528732299807,0.309,31.19528732299807,17.05788637797042,42.7472875525791,80.20422909316957,0.7098677469930949,0.25397837151786,0.4315390321210076,1,High UHI
20250331_54,2025-03-31,18.959612612612617,73.45478431372547,30.308405812581384,0.4037,30.308405812581384,15.09475161234542,39.67334019066431,95.32624094033244,0.7100506329860777,0.2047002314498058,0.2424398436969831,1,High UHI
20250331_55,2025-03-31,18.959612612612617,73.5038039215686,30.308405812581384,0.4961,30.308405812581384,15.09475161234542,39.67334019066431,95.32624094033244,0.7100506329860777,0.2047002314498058,0.1667061137789857,1,High UHI
20250331_56,2025-03-31,18.959612612612617,73.55282352941174,29.00778732299807,0.3552,30.308405812581384,15.09475161234542,39.67334019066431,95.32624094033244,0.7100506329860777,0.2047002314498058,0.1922834982910156,1,High UHI
20250331_57,2025-03-31,18.959612612612617,73.60184313725487,29.00778732299807,0.3714,29.00778732299807,12.763859685262048,36.75742567481032,107.60715606556808,0.8201330813701311,0.1073360442092052,0.6563091116962507,1,High UHI
20250331_58,2025-03-31,18.959612612612617,73.65086274509801,29.186661020914755,0.3359,29.00778732299807,12.763859685262048,36.75742567481032,107.60715606556808,0.8201330813701311,0.1073360442092052,0.6633617868365119,1,High UHI
20250331_59,2025-03-31,18.959612612612617,73.69988235294115,29.186661020914755,0.3187,29.186661020914755,11.703719711303734,33.927853967552565,117.72150209262996,0.904630131604174,0.0307589768340221,0.7355369796009736,1,High UHI
20250331_60,2025-03-31,19.004657657657663,72.76850980392157,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0,Moderate UHI
20250331_61,2025-03-31,19.004657657657663,72.81752941176471,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,27.39762469659676,4,Moderate-High UHI
20250331_62,2025-03-31,19.004657657657663,72.86654901960785,-999.0,0.4437,29.239639536539755,21.289413070678734,62.27193314146352,113.4213322598702,1.9801852516109744,0.0888288020064465,26.54185091410085,4,Moderate-High UHI
20250331_63,2025-03-31,19.004657657657663,72.91556862745098,29.239639536539755,0.5017,29.239639536539755,21.289413070678734,62.27193314146352,113.4213322598702,1.9801852516109744,0.0888288020064465,16.048337224424955,1,High UHI
20250331_64,2025-03-31,19.004657657657663,72.96458823529412,30.18674240112307,-999.0,30.18674240112307,20.208358383178734,55.16372917040676,93.41024489437972,1.2756296199087218,0.0515013932158581,0.0011284523620605,1,High UHI
20250331_65,2025-03-31,19.004657657657663,73.01360784313725,30.18674240112307,0.2426,30.18674240112307,20.208358383178734,55.16372917040676,93.41024489437972,1.2756296199087218,0.0515013932158581,14.24601500553171,1,High UHI
20250331_66,2025-03-31,19.004657657657663,73.06262745098039,30.325251515706384,-999.0,30.325251515706384,19.337264633178734,51.846080295539466,76.26072396942372,1.0391057528737453,0.0372856854369274,6.069426989534154,1,High UHI
20250331_67,2025-03-31,19.004657657657663,73.11164705882352,30.325251515706384,0.3184,30.325251515706384,19.337264633178734,51.846080295539466,76.26072396942372,1.0391057528737453,0.0372856854369274,32.47337291454434,4,Moderate-High UHI
